Angle(deg),Range(m),Intensity
-15,3.717,400
-16,3.755,400
-17,3.78,400
-18,3.874,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.086,300
34,4.061,300
33,4.058,300
32,4.043,300
31,4.047,300
30,3.949,200
29,4.024,300
28,3.853,300
27,3.934,400
26,3.841,500
25,3.846,500
24,3.761,600
23,3.923,200
22,3.788,600
21,3.659,500
20,3.707,400
19,3.63,500
18,3.677,400
17,3.684,400
16,3.638,500
15,3.612,500
14,3.626,400
13,3.569,500
12,3.537,400
11,3.575,500
10,0,0
9,0,0
8,0,0
7,3.499,500
6,3.536,600
5,3.568,200
4,3.531,600
3,3.55,600
2,3.525,500
0.999998,3.566,600
0,3.54,500
-1,3.5,400
-2,3.567,500
-3,3.558,500
-4,3.583,500
-5,3.585,500
-6,3.58,500
-7,3.586,500
-8,3.565,400
-9,3.643,500
-10,3.597,400
-11,3.609,400
-12,3.714,500
-13,3.703,400
-14,3.703,400
-15,3.725,400
-16,3.768,400
-17,3.775,400
-18,3.878,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.086,300
34,4.061,300
33,3.971,200
32,4.046,300
31,4.056,300
30,3.952,200
29,3.962,400
28,3.944,200
27,3.933,400
26,3.842,500
25,3.849,500
24,3.758,600
23,3.925,200
22,3.77,600
21,3.654,500
20,3.709,400
19,3.682,400
18,3.679,400
17,3.68,400
16,3.643,500
15,3.607,500
14,3.622,400
13,3.572,500
12,3.539,400
11,3.531,400
10,0,0
9,0,0
8,0,0
7,3.496,500
6,3.535,600
5,3.566,200
4,3.534,600
3,3.552,600
2,3.525,500
0.999998,3.564,600
0,3.538,500
-1,3.502,400
-2,3.569,500
-3,3.558,500
-4,3.584,500
-5,3.586,500
-6,3.537,400
-7,3.591,500
-8,3.608,500
-9,3.642,500
-10,3.605,400
-11,3.607,400
-12,3.681,400
-13,3.7,400
-14,3.702,400
-15,3.725,400
-16,3.758,400
-17,3.783,400
-18,3.874,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.076,300
34,4.161,400
33,4.047,300
32,4.058,300
31,4.056,300
30,3.945,200
29,3.962,400
28,3.866,300
27,3.876,500
26,3.834,500
25,3.84,500
24,3.75,600
23,3.924,200
22,3.779,600
21,3.666,500
20,3.71,400
19,3.682,400
18,3.679,400
17,3.691,400
16,3.64,500
15,3.611,500
14,3.624,400
13,3.584,500
12,3.539,400
11,3.535,400
10,0,0
9,0,0
8,0,0
7,3.496,500
6,3.535,600
5,3.566,200
4,3.53,600
3,3.549,600
2,3.528,500
0.999998,3.567,600
0,3.533,500
-1,3.501,400
-2,3.564,500
-3,3.562,500
-4,3.587,500
-5,3.597,500
-6,3.539,400
-7,3.587,500
-8,3.567,400
-9,3.642,500
-10,3.603,400
-11,3.613,400
-12,3.684,400
-13,3.696,400
-14,3.7,400
-15,3.72,400
-16,3.758,400
-17,3.781,400
-18,3.87,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.081,300
34,4.055,300
33,4.058,300
32,4.046,300
31,4.056,300
30,3.949,200
29,3.962,400
28,3.865,300
27,3.93,400
26,3.837,500
25,3.845,500
24,3.786,500
23,3.837,300
22,3.809,500
21,3.661,500
20,3.747,500
19,3.633,500
18,3.675,400
17,3.684,400
16,3.6,600
15,3.606,500
14,3.622,400
13,3.568,500
12,3.54,400
11,3.533,400
10,0,0
9,0,0
8,0,0
7,3.499,500
6,3.54,600
5,3.569,200
4,3.537,600
3,3.555,600
2,3.524,500
0.999998,3.566,600
0,3.54,500
-1,3.497,400
-2,3.566,500
-3,3.555,500
-4,3.584,500
-5,3.587,500
-6,3.577,500
-7,3.587,500
-8,3.571,400
-9,3.634,500
-10,3.606,400
-11,3.612,400
-12,3.684,400
-13,3.695,400
-14,3.693,400
-15,3.725,400
-16,3.76,400
-17,3.78,400
-18,3.874,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.175,400
34,4.054,300
33,4.064,300
32,4.057,300
31,4.051,300
30,4.022,300
29,4.024,300
28,3.94,200
27,3.929,400
26,3.843,500
25,3.847,500
24,3.759,600
23,3.923,200
22,3.781,600
21,3.659,500
20,3.74,500
19,3.689,400
18,3.692,400
17,3.687,400
16,3.594,600
15,3.608,500
14,3.618,400
13,3.578,500
12,3.54,400
11,3.535,400
10,0,0
9,0,0
8,0,0
7,3.492,500
6,3.537,600
5,3.571,200
4,3.514,500
3,3.553,600
2,3.522,500
0.999998,3.569,600
0,3.533,500
-1,3.503,400
-2,3.57,500
-3,3.555,500
-4,3.565,500
-5,3.598,500
-6,3.58,500
-7,3.585,500
-8,3.564,400
-9,3.632,500
-10,3.601,400
-11,3.608,400
-12,3.72,500
-13,3.694,400
-14,3.697,400
-15,3.721,400
-16,3.758,400
-17,3.786,400
-18,3.878,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0,0
31,0,0
30,0,0
29,3.954,200
28,0,0
27,3.954,200
26,3.838,300
25,3.853,300
24,3.753,400
23,3.842,300
22,3.753,400
21,0,0
20,3.792,300
19,0,0
18,0,0
17,0,0
16,3.55,200
15,3.594,300
14,0,0
13,3.505,200
12,0,0
11,3.529,200
10,0,0
9,0,0
8,0,0
7,0,0
6,3.537,400
5,3.564,400
4,3.51,500
3,3.527,500
2,3.522,500
0.999998,3.553,500
0,3.538,500
-1,3.506,400
-2,3.568,500
-3,3.566,500
-4,3.592,500
-5,3.607,500
-6,3.554,400
-7,3.607,500
-8,3.576,400
-9,3.65,500
-10,3.607,200
-11,3.614,400
-12,3.684,400
-13,3.694,400
-14,3.713,400
-15,3.731,400
-16,3.758,400
-17,3.787,400
-18,3.883,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0.173,6700
37,0.169,7000
36,0.167,7000
35,0.167,6700
34,0.163,6400
33,0.163,5800
32,0.158,6100
31,0.153,6600
30,0.153,6800
29,0.149,7200
28,0.156,7500
27,0.145,8000
26,0.143,8800
25,0.143,9200
24,0.142,9700
23,0.143,10000
22,0.144,10200
21,0.142,10100
20,0.143,10100
19,0.144,9400
18,0.144,9000
17,0.144,9300
16,0.141,9300
15,0.145,9500
14,0.149,9400
13,0.147,9400
12,0.148,9400
11,0.151,9100
10,0.147,9200
9,0.15,9200
8,0.148,9600
7,0.149,10400
6,0.152,10800
5,0.154,11100
4,0.153,11300
3,0.153,11600
2,0.154,11600
0.999998,0.155,11700
0,0.155,11800
-1,0.155,11600
-2,0.154,12000
-3,0.155,11500
-4,0.155,10400
-5,0.154,9500
-6,0.154,9200
-7,0.152,9200
-8,0.149,8800
-9,0.149,8700
-10,0.151,8200
-11,0.15,7800
-12,0.151,7600
-13,0.15,7400
-14,0.148,7500
-15,0.147,7500
-16,0.147,7600
-17,0.144,7600
-18,0.147,7800
-19,0.146,7900
-20,0.144,7700
-21,0.145,7700
-22,0.141,7600
-23,0.141,7000
-24,0.14,6000
-25,0.141,5600
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0,0
31,0,0
30,0,0
29,0,0
28,0,0
27,0,0
26,0,0
25,0,0
24,0.173,3800
23,0.166,5100
22,0,0
21,0.159,7500
20,0.159,7800
19,0.158,7600
18,0.156,7700
17,0.156,8200
16,0.152,9100
15,0.155,9500
14,0.158,9200
13,0.156,9000
12,0.157,8400
11,0.161,7600
10,0.162,7600
9,0.168,8400
8,0.167,9100
7,0.169,9600
6,0.175,9800
5,0.18,10600
4,0.182,11200
3,0.183,12100
2,0.183,12600
0.999998,0.184,12400
0,0.185,12000
-1,0.186,11100
-2,0.184,10000
-3,0.187,9800
-4,0.184,5200
-5,0.185,6300
-6,0.188,6700
-7,0,0
-8,0,0
-9,0,0
-10,0,0
-11,0,0
-12,0,0
-13,0,0
-14,0,0
-15,0,0
-16,0,0
-17,0,0
-18,0,0
-19,0,0
-20,0.168,3100
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0.237,1900
41,0.239,1700
40,0.242,1200
39,0,0
38,0,0
37,0,0
36,0,0
35,0,0
34,0,0
33,0,0
32,0,0
31,0,0
30,0,0
29,0,0
28,0,0
27,0,0
26,0,0
25,0,0
24,0,0
23,0,0
22,0,0
21,0,0
20,0,0
19,0,0
18,0,0
17,0,0
16,0.178,6300
15,0.179,7500
14,0.182,7900
13,0.18,8000
12,0.181,8200
11,0.183,7900
10,0.18,7500
9,0.184,7700
8,0.186,8200
7,0.19,8900
6,0.195,9200
5,0.202,8300
4,0.206,7900
3,0.209,8600
2,0.213,9200
0.999998,0.213,9400
0,0.214,9000
-1,0.215,8800
-2,0.215,8300
-3,0.215,8100
-4,0.214,7800
-5,0.212,7700
-6,0.212,7600
-7,0.211,7300
-8,0.209,7000
-9,0.208,6900
-10,0.208,6800
-11,0.206,6700
-12,0.207,6600
-13,0.205,6600
-14,0.204,6600
-15,0.202,6700
-16,0.202,7000
-17,0.2,7200
-18,0.203,6500
-19,0.204,3200
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0.244,1800
42,0.244,1600
41,0.244,2000
40,0.242,2100
39,0.246,2100
38,0.248,1800
37,0.248,1000
36,0,0
35,0,0
34,0,0
33,0,0
32,0,0
31,0,0
30,0,0
29,0,0
28,0,0
27,0,0
26,0,0
25,0,0
24,0,0
23,0,0
22,0,0
21,0,0
20,0,0
19,0,0
18,0,0
17,0,0
16,0,0
15,0.198,6800
14,0.2,7300
13,0.198,7300
12,0.198,7700
11,0.201,7400
10,0.199,6900
9,0.203,7000
8,0.204,7600
7,0.211,7900
6,0.216,8300
5,0.222,8300
4,0.224,7700
3,0.227,8200
2,0.231,8500
0.999998,0.231,8900
0,0.232,8300
-1,0.233,7900
-2,0.233,7700
-3,0.232,6900
-4,0.231,6700
-5,0.229,6400
-6,0.229,6200
-7,0.228,5900
-8,0.227,5800
-9,0.226,5600
-10,0.225,5600
-11,0.225,5600
-12,0.225,5600
-13,0.222,5700
-14,0.221,5800
-15,0.22,6100
-16,0.222,5800
-17,0.22,4000
-18,0,0
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0.251,2000
43,0.247,2100
42,0.248,2000
41,0.247,2300
40,0.246,2400
39,0.248,2400
38,0.248,2300
37,0.247,2100
36,0.247,2000
35,0.252,3000
34,0.249,2900
33,0.249,2400
32,0.247,1300
31,0,0
30,0.246,1700
29,0,0
28,0,0
27,0,0
26,0,0
25,0,0
24,0.241,5200
23,0.24,5100
22,0.238,5300
21,0.235,5600
20,0.235,6000
19,0.231,5600
18,0.227,5300
17,0.221,5700
16,0.215,6800
15,0.215,7600
14,0.218,7500
13,0.216,7300
12,0.216,7000
11,0.219,6500
10,0.218,6100
9,0.225,5600
8,0.23,6400
7,0.232,7100
6,0.237,7100
5,0.243,7300
4,0.244,7700
3,0.246,8300
2,0.248,8800
0.999998,0.249,8600
0,0.25,8000
-1,0.253,7200
-2,0.254,6200
-3,0.264,2700
-4,0,0
-5,0,0
-6,0,0
-7,0,0
-8,0.257,2600
-9,0.258,2400
-10,0.26,2000
-11,0,0
-12,0,0
-13,0,0
-14,0,0
-15,0,0
-16,0,0
-17,3.744,200
-18,3.902,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0.258,1900
43,0.252,2200
42,0.254,2400
41,0.254,2600
40,0.252,2900
39,0.254,2800
38,0.253,2700
37,0.252,2500
36,0.254,2600
35,0.253,2600
34,0.258,4000
33,0.26,3900
32,0.258,3500
31,0.25,1500
30,0,0
29,0.252,2500
28,0.253,1000
27,0,0
26,0,0
25,0,0
24,0.252,5500
23,0.252,5900
22,0.251,6400
21,0.249,6500
20,0.248,6300
19,0.246,5300
18,0.243,5100
17,0.241,5800
16,0.235,6400
15,0.235,6800
14,0.238,6600
13,0.237,6000
12,0.239,5900
11,0.243,5200
10,0.246,5200
9,0.254,5700
8,0.256,6300
7,0.258,6800
6,0.263,7100
5,0.268,7200
4,0.266,7600
3,0.267,8000
2,0.269,8000
0.999998,0.27,7700
0,0.27,7600
-1,0.274,7100
-2,0.27,5500
-3,0.27,5400
-4,0.269,4600
-5,0.268,4500
-6,0.269,4600
-7,0.268,4200
-8,0.267,4000
-9,0,0
-10,0.267,4200
-11,0.267,4200
-12,0,0
-13,0.267,4300
-14,0.268,4300
-15,0.269,3800
-16,0,0
-17,3.921,200
-18,3.871,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0.265,1900
43,0.261,2300
42,0.261,2600
41,0.261,2800
40,0.26,2900
39,0.262,3100
38,0.262,2900
37,0.26,2700
36,0.261,2800
35,0.263,3000
34,0.26,2900
33,0.27,4500
32,0.268,4600
31,0.265,4300
30,0.263,1600
29,0,0
28,0.272,3600
27,0.261,3300
26,0.263,4100
25,0.26,5200
24,0.264,7100
23,0.266,7200
22,0.265,7300
21,0.263,7000
20,0.263,6400
19,0.262,5600
18,0.26,5500
17,0.259,5700
16,0.255,6100
15,0.256,6400
14,0.259,6100
13,0.259,5700
12,0.263,5400
11,0.268,5200
10,0.27,4800
9,0.276,5200
8,0.278,5600
7,0.279,5800
6,0.285,6000
5,0.289,6300
4,0.287,6600
3,0.289,6700
2,0.292,6700
0.999998,0.295,6700
0,0.297,6000
-1,0.301,4200
-2,0.299,4700
-3,0.298,4100
-4,0.3,3600
-5,0.303,2600
-6,0.305,2500
-7,0.305,2400
-8,0,0
-9,0,0
-10,0,0
-11,0,0
-12,3.734,300
-13,3.853,200
-14,3.776,300
-15,3.716,200
-16,3.835,300
-17,3.843,300
-18,3.985,200
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0.265,2200
42,0.266,2500
41,0.266,2800
40,0.265,3200
39,0.267,3200
38,0.267,2800
37,0.266,2600
36,0.267,2900
35,0.269,3200
34,0.267,3100
33,0.272,3700
32,0.275,4700
31,0.273,4900
30,0.276,3400
29,0,0
28,0.282,5200
27,0.269,3900
26,0.263,3500
25,0.261,3900
24,0.268,4100
23,0.277,6600
22,0.277,6700
21,0.275,6200
20,0.277,5600
19,0.276,5000
18,0.274,4800
17,0.273,5100
16,0.27,5900
15,0.271,6100
14,0.274,5600
13,0.274,5400
12,0.277,5200
11,0.282,4700
10,0.283,4200
9,0.288,4400
8,0.291,5000
7,0.292,5400
6,0.297,5600
5,0.3,5900
4,0.301,6200
3,0.302,6000
2,0.303,6000
0.999998,0.303,4500
0,0.306,4500
-1,0.309,4600
-2,0.31,4200
-3,0.312,4100
-4,0.313,4100
-5,0.311,4200
-6,0.313,4300
-7,0.313,4200
-8,0.313,4100
-9,0.314,3800
-10,0.316,3400
-11,0,0
-12,3.733,300
-13,3.859,200
-14,3.773,300
-15,3.71,200
-16,3.836,300
-17,3.918,200
-18,3.969,200
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0.266,2100
42,0.267,2500
41,0.267,3000
40,0.265,3100
39,0.267,3200
38,0.267,2900
37,0.266,2600
36,0.267,2900
35,0.27,3100
34,0.268,3100
33,0.271,3400
32,0.276,4700
31,0.274,4800
30,0.277,4300
29,0.276,4400
28,0.284,5100
27,0.271,3500
26,0.265,3200
25,0.265,3900
24,0.269,3100
23,0.279,6300
22,0.279,6400
21,0.278,6100
20,0.28,5500
19,0.279,4600
18,0.277,4700
17,0.276,4800
16,0.273,5600
15,0.274,6000
14,0.277,5600
13,0.277,5300
12,0.28,5200
11,0.285,4600
10,0.285,4100
9,0.291,4200
8,0.293,4700
7,0.295,5300
6,0.299,5500
5,0.303,5800
4,0.304,6000
3,0.306,5800
2,0.309,5500
0.999998,0.311,4600
0,0.312,4500
-1,0.312,4300
-2,0.312,3800
-3,0.314,3600
-4,0.314,3700
-5,0.313,3900
-6,0.314,3900
-7,0.315,4000
-8,0.314,3800
-9,0.314,3700
-10,0.317,2800
-11,0,0
-12,3.736,300
-13,3.766,300
-14,3.769,300
-15,3.724,200
-16,3.839,300
-17,3.924,200
-18,3.874,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
