Angle(deg),Range(m),Intensity
5,3.557,200
4,3.541,600
3,3.524,600
2,3.52,500
0.999998,3.527,500
0,3.551,500
-1,3.501,400
-2,3.554,500
-3,3.588,500
-4,3.548,500
-5,3.568,500
-6,3.604,500
-7,3.608,500
-8,3.611,500
-9,3.648,500
-10,3.712,300
-11,3.63,400
-12,3.681,400
-13,3.736,300
-14,3.73,400
-15,3.688,400
-16,3.746,400
-17,3.739,400
-18,3.902,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.198,400
34,4.083,300
33,4.048,300
32,0,0
31,0,0
30,0,0
29,3.951,400
28,3.934,400
27,3.874,500
26,3.854,500
25,3.841,500
24,0,0
23,3.769,600
22,3.768,500
21,3.707,600
20,3.697,600
19,3.677,400
18,3.644,400
17,3.589,300
16,3.62,300
15,3.591,300
14,3.625,400
13,3.582,500
12,3.572,500
11,3.562,400
10,0,0
9,0,0
8,0,0
7,3.542,600
6,3.518,600
5,3.548,200
4,3.536,600
3,3.526,600
2,3.516,500
0.999998,3.529,500
0,3.554,500
-1,3.498,400
-2,3.549,500
-3,3.583,500
-4,3.549,500
-5,3.571,500
-6,3.604,500
-7,3.608,500
-8,3.608,500
-9,3.66,500
-10,3.715,300
-11,3.642,400
-12,3.73,500
-13,3.674,400
-14,3.738,400
-15,3.687,400
-16,3.752,400
-17,3.747,400
-18,3.906,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.179,400
34,4.077,300
33,3.968,200
32,4.068,300
31,0,0
30,0,0
29,3.947,400
28,3.923,400
27,3.866,500
26,3.85,500
25,3.84,500
24,3.825,500
23,3.767,600
22,3.763,500
21,3.698,600
20,3.73,500
19,3.671,400
18,3.6,500
17,3.592,300
16,3.623,300
15,3.586,300
14,3.577,500
13,3.624,400
12,3.572,500
11,3.556,400
10,0,0
9,0,0
8,0,0
7,3.54,600
6,3.525,600
5,3.556,200
4,3.536,600
3,3.528,600
2,3.516,500
0.999998,3.523,500
0,3.551,500
-1,3.504,400
-2,3.561,500
-3,3.586,500
-4,3.545,500
-5,3.571,500
-6,3.604,500
-7,3.604,500
-8,3.617,500
-9,3.656,500
-10,3.715,300
-11,3.633,400
-12,3.69,400
-13,3.736,300
-14,3.732,400
-15,3.685,400
-16,3.749,400
-17,3.749,400
-18,3.89,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.191,400
34,4.072,300
33,4.064,300
32,0,0
31,0,0
30,0,0
29,3.886,500
28,3.934,400
27,3.867,500
26,3.848,500
25,3.848,500
24,3.825,500
23,3.763,600
22,3.757,500
21,3.696,600
20,3.696,600
19,3.668,400
18,3.65,400
17,3.595,300
16,3.625,300
15,3.587,300
14,3.573,500
13,3.618,400
12,3.568,500
11,3.556,400
10,0,0
9,0,0
8,0,0
7,3.588,500
6,3.518,600
5,3.556,200
4,3.541,600
3,3.524,600
2,3.514,500
0.999998,3.522,500
0,3.552,500
-1,3.498,400
-2,3.558,500
-3,3.586,500
-4,3.546,500
-5,3.57,500
-6,3.598,500
-7,3.61,500
-8,3.606,500
-9,3.644,500
-10,3.719,300
-11,3.63,400
-12,3.692,400
-13,3.736,300
-14,3.731,400
-15,3.684,400
-16,3.745,400
-17,3.756,400
-18,3.91,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.181,400
34,4.078,300
33,4.06,300
32,0,0
31,0,0
30,0,0
29,3.955,400
28,3.932,400
27,3.867,500
26,3.852,500
25,3.848,500
24,3.827,500
23,3.752,600
22,3.767,500
21,3.703,600
20,3.694,600
19,3.681,400
18,3.596,500
17,3.592,300
16,3.623,300
15,3.589,300
14,3.627,400
13,3.63,400
12,3.574,500
11,3.558,400
10,0,0
9,0,0
8,0,0
7,3.543,600
6,3.518,600
5,3.557,200
4,3.539,600
3,3.523,600
2,3.52,500
0.999998,3.527,500
0,3.552,500
-1,3.502,400
-2,3.558,500
-3,3.591,500
-4,3.547,500
-5,3.57,500
-6,3.603,500
-7,3.608,500
-8,3.616,500
-9,3.648,500
-10,3.719,300
-11,3.643,400
-12,3.694,400
-13,3.74,300
-14,3.729,400
-15,3.679,400
-16,3.748,400
-17,3.747,400
-18,3.834,400
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.188,400
34,4.072,300
33,4.053,300
32,0,0
31,0,0
30,0,0
29,3.942,400
28,3.874,300
27,3.865,500
26,3.847,500
25,3.848,500
24,3.822,500
23,3.762,600
22,3.764,500
21,3.718,600
20,3.739,500
19,3.682,400
18,3.646,400
17,3.598,300
16,3.623,300
15,3.587,300
14,3.623,400
13,3.579,500
12,3.569,500
11,3.558,400
10,0,0
9,0,0
8,0,0
7,3.548,600
6,3.516,600
5,3.549,200
4,3.535,600
3,3.529,600
2,3.515,500
0.999998,3.525,500
0,3.553,500
-1,3.502,400
-2,3.555,500
-3,3.582,500
-4,3.549,500
-5,3.578,500
-6,3.623,500
-7,3.604,500
-8,3.609,500
-9,3.642,500
-10,3.719,300
-11,3.644,400
-12,3.684,400
-13,3.736,300
-14,3.735,400
-15,3.685,400
-16,3.75,400
-17,3.76,400
-18,3.903,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.179,400
34,4.072,300
33,4.054,300
32,0,0
31,0,0
30,0,0
29,3.945,400
28,3.93,400
27,3.864,500
26,3.853,500
25,3.848,500
24,3.82,500
23,3.768,600
22,3.765,500
21,3.704,600
20,3.705,600
19,3.68,400
18,3.64,400
17,3.588,300
16,3.623,300
15,3.585,300
14,3.578,500
13,3.625,400
12,3.569,500
11,3.55,400
10,0,0
9,0,0
8,0,0
7,3.541,600
6,3.509,600
5,3.547,200
4,3.538,600
3,3.525,600
2,3.517,500
0.999998,3.522,500
0,3.558,500
-1,3.503,400
-2,3.553,500
-3,3.578,500
-4,3.548,500
-5,3.575,500
-6,3.628,500
-7,3.609,500
-8,3.611,500
-9,3.652,500
-10,3.719,300
-11,3.629,400
-12,3.681,400
-13,3.744,300
-14,3.73,400
-15,3.685,400
-16,3.743,400
-17,3.749,400
-18,3.819,400
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.086,300
34,4.064,300
33,4.081,300
32,0,0
31,0,0
30,0,0
29,3.95,400
28,3.931,400
27,3.879,500
26,3.862,500
25,3.831,500
24,3.81,500
23,3.755,600
22,3.774,500
21,3.709,600
20,3.708,600
19,3.674,400
18,3.636,400
17,3.589,300
16,0,0
15,3.602,300
14,3.572,500
13,3.562,500
12,3.577,500
11,3.615,500
10,0,0
9,0,0
8,0,0
7,3.539,600
6,3.517,600
5,3.544,200
4,3.523,600
3,3.532,600
2,3.512,500
0.999998,3.533,500
0,3.55,500
-1,3.502,400
-2,3.563,500
-3,3.567,500
-4,3.583,600
-5,3.577,500
-6,3.618,500
-7,3.608,500
-8,3.623,500
-9,3.655,500
-10,3.632,400
-11,3.629,400
-12,3.67,400
-13,3.659,400
-14,3.704,400
-15,3.719,400
-16,3.742,400
-17,3.851,300
-18,3.839,400
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.178,400
34,4.089,300
33,4.06,300
32,0,0
31,0,0
30,0,0
29,3.953,400
28,3.936,400
27,3.875,500
26,3.857,500
25,3.837,500
24,3.819,500
23,3.756,600
22,3.767,500
21,3.708,600
20,3.7,600
19,3.684,400
18,3.649,400
17,3.588,300
16,3.621,300
15,3.589,300
14,3.623,400
13,3.582,500
12,3.57,500
11,3.558,400
10,0,0
9,0,0
8,0,0
7,3.548,600
6,3.516,600
5,3.546,200
4,3.542,600
3,3.528,600
2,3.515,500
0.999998,3.52,500
0,3.553,500
-1,3.505,400
-2,3.551,500
-3,3.587,500
-4,3.547,500
-5,3.564,500
-6,3.603,500
-7,3.609,500
-8,3.607,500
-9,3.633,500
-10,3.722,300
-11,3.644,400
-12,3.681,400
-13,3.732,300
-14,3.733,400
-15,3.683,400
-16,3.741,400
-17,3.747,400
-18,3.91,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.196,400
34,4.083,300
33,4.059,300
32,0,0
31,0,0
30,0,0
29,3.959,400
28,3.932,400
27,3.863,500
26,3.85,500
25,3.845,500
24,3.819,500
23,3.764,600
22,3.767,500
21,3.702,600
20,3.669,500
19,3.673,400
18,3.596,500
17,3.595,300
16,3.623,300
15,3.587,300
14,3.626,400
13,3.58,500
12,3.572,500
11,3.549,400
10,0,0
9,0,0
8,0,0
7,3.549,600
6,3.523,600
5,3.546,200
4,3.536,600
3,3.531,600
2,3.513,500
0.999998,3.52,500
0,3.557,500
-1,3.5,400
-2,3.555,500
-3,3.584,500
-4,3.551,500
-5,3.575,500
-6,3.623,500
-7,3.61,500
-8,3.612,500
-9,3.653,500
-10,3.715,300
-11,3.643,400
-12,3.738,500
-13,3.678,400
-14,3.722,400
-15,3.698,400
-16,3.738,400
-17,3.745,400
-18,3.903,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.191,400
34,4.071,300
33,4.053,300
32,0,0
31,0,0
30,0,0
29,3.951,400
28,3.936,400
27,3.86,500
26,3.863,500
25,3.851,500
24,3.82,500
23,3.767,600
22,3.767,500
21,3.722,600
20,3.699,600
19,3.677,400
18,3.644,400
17,3.595,300
16,3.623,300
15,3.589,300
14,3.578,500
13,3.574,500
12,3.568,500
11,3.564,400
10,0,0
9,0,0
8,0,0
7,3.543,600
6,3.516,600
5,3.547,200
4,3.538,600
3,3.534,600
2,3.513,500
0.999998,3.519,500
0,3.551,500
-1,3.498,400
-2,3.555,500
-3,3.581,500
-4,3.548,500
-5,3.573,500
-6,3.609,500
-7,3.608,500
-8,3.61,500
-9,3.657,500
-10,3.65,400
-11,3.64,400
-12,3.715,500
-13,3.674,400
-14,3.73,400
-15,3.699,400
-16,3.74,400
-17,3.765,400
-18,3.898,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.175,400
34,4.072,300
33,4.058,300
32,0,0
31,0,0
30,0,0
29,3.945,400
28,3.947,400
27,3.869,500
26,3.862,500
25,3.845,500
24,3.822,500
23,3.771,600
22,3.77,500
21,3.699,600
20,3.695,600
19,3.676,400
18,3.646,400
17,3.589,300
16,3.623,300
15,3.573,300
14,3.579,500
13,3.581,500
12,3.576,500
11,3.56,400
10,0,0
9,0,0
8,0,0
7,3.589,500
6,3.527,600
5,3.554,200
4,3.535,600
3,3.52,600
2,3.513,500
0.999998,3.525,500
0,3.569,500
-1,3.501,400
-2,3.548,500
-3,3.592,500
-4,3.544,500
-5,3.561,500
-6,3.601,500
-7,3.605,500
-8,3.61,500
-9,3.643,500
-10,3.712,300
-11,3.631,400
-12,3.695,400
-13,3.744,300
-14,3.748,400
-15,3.679,400
-16,3.751,400
-17,3.754,400
-18,3.831,400
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.091,300
34,4.078,300
33,4.059,300
32,0,0
31,0,0
30,0,0
29,3.948,400
28,3.945,400
27,3.878,500
26,3.857,500
25,3.84,500
24,3.822,500
23,3.772,600
22,3.77,500
21,3.667,500
20,3.701,600
19,3.683,400
18,3.657,400
17,3.586,300
16,3.626,300
15,3.58,300
14,3.624,400
13,3.623,400
12,3.567,500
11,3.569,400
10,0,0
9,0,0
8,0,0
7,3.544,600
6,3.523,600
5,3.553,200
4,3.538,600
3,3.525,600
2,3.515,500
0.999998,3.527,500
0,3.568,500
-1,3.502,400
-2,3.55,500
-3,3.592,500
-4,3.552,500
-5,3.562,500
-6,3.598,500
-7,3.607,500
-8,3.61,500
-9,3.635,500
-10,3.725,300
-11,3.638,400
-12,3.689,400
-13,3.688,400
-14,3.744,400
-15,3.693,400
-16,3.748,400
-17,3.755,400
-18,3.903,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.192,400
34,4.078,300
33,4.064,300
32,0,0
31,0,0
30,0,0
29,3.946,400
28,3.942,400
27,3.878,500
26,3.856,500
25,3.844,500
24,3.822,500
23,3.814,500
22,3.776,500
21,3.703,600
20,3.66,500
19,3.688,400
18,3.641,400
17,3.586,300
16,3.623,300
15,3.581,300
14,3.625,400
13,3.586,500
12,3.573,500
11,3.569,400
10,0,0
9,0,0
8,0,0
7,3.595,500
6,3.523,600
5,3.554,200
4,3.544,600
3,3.521,600
2,3.515,500
0.999998,3.522,500
0,3.558,500
-1,3.501,400
-2,3.553,500
-3,3.588,500
-4,3.55,500
-5,3.567,500
-6,3.596,500
-7,3.605,500
-8,3.616,500
-9,3.635,500
-10,3.718,300
-11,3.694,300
-12,3.728,500
-13,3.685,400
-14,3.74,400
-15,3.675,400
-16,3.754,400
-17,3.766,400
-18,3.909,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.186,400
34,4.083,300
33,4.053,300
32,0,0
31,0,0
30,0,0
29,3.946,400
28,3.949,400
27,3.869,500
26,3.86,500
25,3.846,500
24,3.777,600
23,0,0
22,3.767,500
21,3.705,600
20,3.693,600
19,3.672,400
18,3.649,400
17,3.586,300
16,3.633,300
15,3.586,300
14,3.622,400
13,3.583,500
12,3.576,500
11,3.617,500
10,0,0
9,0,0
8,0,0
7,3.543,600
6,3.527,600
5,3.554,200
4,3.536,600
3,3.519,600
2,3.515,500
0.999998,3.527,500
0,3.558,500
-1,3.503,400
-2,3.55,500
-3,3.59,500
-4,3.546,500
-5,3.558,500
-6,3.591,500
-7,3.605,500
-8,3.614,500
-9,3.636,500
-10,3.719,300
-11,3.637,400
-12,3.685,400
-13,3.748,300
-14,3.742,400
-15,3.682,400
-16,3.749,400
-17,3.761,400
-18,3.834,400
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
45,0,0
44,0,0
43,0,0
42,0,0
41,0,0
40,0,0
39,0,0
38,0,0
37,0,0
36,0,0
35,4.173,400
34,4.071,300
33,4.059,300
32,0,0
31,0,0
30,0,0
29,3.948,400
28,3.934,400
27,3.873,500
26,3.853,500
25,3.841,500
24,3.826,500
23,3.771,600
22,3.775,500
21,3.708,600
20,3.692,600
19,3.68,400
18,3.6,500
17,3.586,300
16,3.628,300
15,3.579,300
14,3.624,400
13,3.618,400
12,3.57,500
11,3.613,500
10,0,0
9,0,0
8,0,0
7,3.584,500
6,3.525,600
5,3.554,200
4,3.537,600
3,3.522,600
2,3.516,500
0.999998,3.524,500
0,3.564,500
-1,3.503,400
-2,3.551,500
-3,3.596,500
-4,3.545,500
-5,3.556,500
-6,3.594,500
-7,3.605,500
-8,3.622,500
-9,3.632,500
-10,3.712,300
-11,3.635,400
-12,3.683,400
-13,3.686,400
-14,3.737,400
-15,3.685,400
-16,3.749,400
-17,3.764,400
-18,3.906,300
-19,0,0
-20,0,0
-21,0,0
-22,0,0
-23,0,0
-24,0,0
-25,0,0
-26,0,0
-27,0,0
-28,0,0
-29,0,0
-30,0,0
-31,0,0
-32,0,0
-33,0,0
-34,0,0
-35,0,0
-36,0,0
-37,0,0
-38,0,0
-39,0,0
-40,0,0
-41,0,0
-42,0,0
-43,0,0
-44,0,0
-45,0,0
-46,0,0
-47,0,0
-48,0,0
-49,0,0
-50,0,0
-51,0,0
-52,0,0
-53,0,0
-54,0,0
-55,0,0
-56,0,0
-57,0,0
-58,0,0
-59,0,0
-60,0,0
-61,0,0
-62,0,0
-63,0,0
-64,0,0
-65,0,0
-66,0,0
-67,0,0
-68,0,0
-69,0,0
-70,0,0
-71,0,0
-72,0,0
-73,0,0
46,0,0
